dgp,design,design_r_prior,n,fit,fit_r_prior,target,n_rep,coverage,coverage_se,z_mean,z_mean_se,z_sd,p_abs_z_gt_4,p_abs_z_gt_4_se,miss_halfwidths_mean,abs_miss_halfwidths_mean,dangerous_error,dangerous_error_se,bias,bias_se,rmse,mean_width,median_width,mean_post_sd,target_true,r_mean,r_sd,r_mass_at_zero,r_mass_at_max,max_boundary_mass,ess_min,frac_below_ess_floor,x_max_mean,frac_above_onset,design_kl_nats,realized_flips_mean,frac_zero_flips,frac_all_equal,fit_seconds_mean,design_seconds_mean,n_blind,coverage_blind,coverage_blind_se,bias_blind,mean_width_blind,n_informed,coverage_informed,coverage_informed_se,bias_informed,mean_width_informed
probit,mi2,,100,robit,near_probit,q0.5,6,1.0,0.0,-0.8584146145067861,0.17146493681183939,0.4200016039675663,0.0,0.0,0.43664967042248576,0.43664967042248576,0.0,0.0,0.49244114034686487,0.1006350107030372,0.5414197111318747,2.242586929299612,2.117126622353979,0.5704414694371415,30.0,0.05070142080259934,0.046385377401429624,0.13549671631840973,0.0,1.779263939135145e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.679020762443542,1.4036060174306233,6,1.0,0.0,0.49244114034686487,2.242586929299612,0,,,,
probit,mi2,,100,robit,near_probit,q0.95,6,0.8333333333333334,0.15214515486254612,-1.023462611037128,0.2517347935623825,0.6166217947326966,0.0,0.0,0.5220004707210734,0.5220004707210734,0.0,0.0,1.150551537747564,0.36494118669206727,1.4105598851996166,4.129033167701696,3.9575716063551596,1.0525779412729432,34.93456088085442,0.05070142080259934,0.046385377401429624,0.13549671631840973,0.0,1.779263939135145e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.679020762443542,1.4036060174306233,6,0.8333333333333334,0.15214515486254612,1.150551537747564,4.129033167701696,0,,,,
probit,mi2,,100,robit,near_probit,q0.99,6,0.8333333333333334,0.15214515486254612,-1.092491699421971,0.2360527801117171,0.578208863639104,0.0,0.0,0.5585487781912213,0.5585487781912213,0.0,0.0,1.739384679671416,0.5054057347961106,2.074279115186675,5.8554349849937894,5.612005678202664,1.4963627243723387,36.979043622122525,0.05070142080259934,0.046385377401429624,0.13549671631840973,0.0,1.779263939135145e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.679020762443542,1.4036060174306233,6,0.8333333333333334,0.15214515486254612,1.739384679671416,5.8554349849937894,0,,,,
probit,mi2,,100,robit,reference_uniform,q0.5,6,1.0,0.0,-0.8402743506598361,0.17060409922246023,0.41789299112217987,0.0,0.0,0.4280800773360997,0.4280800773360997,0.0,0.0,0.5418021244037797,0.11109016080863922,0.5960324329689579,2.5133634086549903,2.3755406523907254,0.6399584931841972,30.0,0.2536601778536262,0.142508508165091,0.014813550708747417,0.01602996464024748,1.7364387556552804e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.83471628030141,1.4036060174306233,6,1.0,0.0,0.5418021244037797,2.5133634086549903,0,,,,
probit,mi2,,100,robit,reference_uniform,q0.95,6,0.8333333333333334,0.15214515486254612,-1.179024550175517,0.2007364246823043,0.4917018132622723,0.0,0.0,0.6018077934813406,0.6018077934813406,0.0,0.0,1.6704436450919975,0.41538547156065814,1.9113103937734948,5.297587087664976,5.0519220578788655,1.3513622568676562,34.93456088085442,0.2536601778536262,0.142508508165091,0.014813550708747417,0.01602996464024748,1.7364387556552804e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.83471628030141,1.4036060174306233,6,0.8333333333333334,0.15214515486254612,1.6704436450919975,5.297587087664976,0,,,,
probit,mi2,,100,robit,reference_uniform,q0.99,6,0.6666666666666666,0.19245008972987526,-1.3574474243363948,0.10968632878034897,0.26867553727100807,0.0,0.0,0.7156835528057593,0.7156835528057593,0.0,0.0,4.65263991194369,0.7082154409534275,4.914763850302034,12.713551786647043,11.904463200451964,3.352783652400749,36.979043622122525,0.2536601778536262,0.142508508165091,0.014813550708747417,0.01602996464024748,1.7364387556552804e-14,149.7998225017912,0.0,36.73031825795645,0.44333333333333336,0.0,0.0,1.0,0.0,29.83471628030141,1.4036060174306233,6,0.6666666666666666,0.19245008972987526,4.65263991194369,12.713551786647043,0,,,,
probit,mi2,,200,probit,,q0.5,6,0.8333333333333334,0.15214515486254612,-0.8948298067791245,0.34879945851088634,0.8543806959107427,0.0,0.0,0.45576268670432984,0.45576268670432984,0.0,0.0,0.3352995179489279,0.13550980026881432,0.45192952612244003,1.446805547001737,1.422734265903106,0.36849547623293066,30.0,,,,,1.1065114335924446e-16,21.054968223398273,0.16666666666666666,36.73031825795645,0.4416666666666667,0.0,0.0,1.0,0.0,2.2456291119257608,2.4970016876856485,6,0.8333333333333334,0.15214515486254612,0.3352995179489279,1.446805547001737,0,,,,
probit,mi2,,200,probit,,q0.95,6,0.8333333333333334,0.15214515486254612,-0.8507015900700465,0.3422002307245433,0.8382159551378058,0.0,0.0,0.43376284680269367,0.43376284680269367,0.0,0.0,0.5856736766786549,0.24771504830403465,0.8061187141703414,2.539617093472266,2.5222826889170733,0.6473655022830749,34.93456088085442,,,,,1.1065114335924446e-16,21.054968223398273,0.16666666666666666,36.73031825795645,0.4416666666666667,0.0,0.0,1.0,0.0,2.2456291119257608,2.4970016876856485,6,0.8333333333333334,0.15214515486254612,0.5856736766786549,2.539617093472266,0,,,,
probit,mi2,,200,probit,,q0.99,6,0.8333333333333334,0.15214515486254612,-0.7684683408828389,0.3261346172861724,0.7988633998089966,0.0,0.0,0.3921895009949996,0.3921895009949996,0.0,0.0,0.6894084686373448,0.3035434802572127,0.9674591767419405,3.291945112812357,3.271460143011879,0.8398616730765148,36.979043622122525,,,,,1.1065114335924446e-16,21.054968223398273,0.16666666666666666,36.73031825795645,0.4416666666666667,0.0,0.0,1.0,0.0,2.2456291119257608,2.4970016876856485,6,0.8333333333333334,0.15214515486254612,0.6894084686373448,3.291945112812357,0,,,,
probit,mi2,,200,robit,heavy_tail,q0.5,6,0.8333333333333334,0.15214515486254612,-0.7432416115688701,0.3246758983539557,0.7952902827469283,0.0,0.0,0.3794563992185962,0.3794563992185962,0.0,0.0,0.3444178856994136,0.15276339850350737,0.48508448707556223,1.8220814361407196,1.790853078089338,0.4649304621037033,30.0,0.3734863475460401,0.09690104893773331,0.0,0.045492855891503155,7.467927837564752e-18,21.054968223398273,0.16666666666666666,36.73031825795645,0.4416666666666667,0.0,0.0,1.0,0.0,35.67224407196045,2.4970016876856485,6,0.8333333333333334,0.15214515486254612,0.3444178856994136,1.8220814361407196,0,,,,
