setting,policy,n,target,estimator,mse,mse_se,bias,rmse,n_used,n_total,coverage,coverage_se,mean_width
probit_dep_well,entropy_mu,20,q0.99,bayes,8.786759289836715,0.7100980349279349,-0.025775863655370757,2.9642468334868326,250,250,0.992,0.005634181395730885,21.588627932079937
probit_dep_well,entropy_mu,20,mu,mle,0.8840569824363222,0.09894110705469496,-0.0955702913694912,0.9402430443434944,250,250,,,
probit_dep_well,entropy_mu,20,sigma,mle,1.7875224665643845,0.126594456927528,-0.5734400490462438,1.336982597704392,250,250,,,
probit_dep_well,entropy_mu,20,q0.5,mle,0.8840569824363222,0.09894110705469496,-0.0955702913694912,0.9402430443434944,250,250,,,
probit_dep_well,entropy_mu,20,q0.95,mle,5.884363715693409,0.3927284607898396,-1.0387952358824388,2.425770746730492,250,250,,,
probit_dep_well,entropy_mu,20,q0.99,mle,10.79001127513135,0.7003140059635908,-1.4295913303580985,3.28481525738227,250,250,,,
probit_dep_well,entropy_mu,20,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_mu,20,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_mu,20,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_mu,20,q0.05,mle,,,,,0,250,,,
probit_dep_well,entropy_mu,30,mu,bayes,0.5531633873350394,0.050858430479076025,-0.04414207214621346,0.743749546107451,250,250,0.984,0.00793574193128784,3.740373041564808
probit_dep_well,entropy_mu,30,sigma,bayes,1.215710513033813,0.13189508341028305,0.0004254300763940719,1.1025926324050117,250,250,0.968,0.011131217363792701,6.6124663008637565
probit_dep_well,entropy_mu,30,q0.5,bayes,0.5531633873350394,0.050858430479076025,-0.04414207214621346,0.743749546107451,250,250,0.984,0.00793574193128784,3.740373041564808
probit_dep_well,entropy_mu,30,q0.95,bayes,3.9264706441103514,0.4235993052185701,-0.048382131274562624,1.9815323979461834,250,250,0.98,0.008854377448471465,12.028782642328872
probit_dep_well,entropy_mu,30,q0.99,bayes,7.250047486273191,0.7898868470763627,-0.04722422597447192,2.6925912215323717,250,250,0.976,0.009679669415842676,16.370141186110015
probit_dep_well,entropy_mu,30,mu,mle,0.5782172177968522,0.0533982694593088,-0.09335563313316907,0.7604059559188449,250,250,,,
probit_dep_well,entropy_mu,30,sigma,mle,1.4009513870506836,0.12296859716915634,-0.4340983347406925,1.183617922748166,250,250,,,
probit_dep_well,entropy_mu,30,q0.5,mle,0.5782172177968522,0.0533982694593088,-0.09335563313316907,0.7604059559188449,250,250,,,
probit_dep_well,entropy_mu,30,q0.95,mle,4.509751814312962,0.4066460085892671,-0.8073838534849949,2.1236176243177494,250,250,,,
probit_dep_well,entropy_mu,30,q0.99,mle,8.359719716921925,0.7503637610359954,-1.1032193712818512,2.891317989589164,250,250,,,
probit_dep_well,entropy_mu,30,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_mu,30,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_mu,30,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_mu,30,q0.05,mle,,,,,0,250,,,
probit_dep_well,entropy_sigma,20,mu,bayes,0.5945559634385579,0.13710298073727561,-0.006404545162928088,0.7710745511547881,250,250,0.996,0.003991991983959889,16.302696968145924
probit_dep_well,entropy_sigma,20,sigma,bayes,1.2110221262105438,0.02261336647691443,-1.0593785316695452,1.1004645047481285,250,250,1.0,0.0,5.980543367414772
probit_dep_well,entropy_sigma,20,q0.5,bayes,0.5945559634385579,0.13710298073727561,-0.006404545162928088,0.7710745511547881,250,250,0.996,0.003991991983959889,16.302696968145924
probit_dep_well,entropy_sigma,20,q0.95,bayes,2.005159971791117,0.342190202331454,-1.0235270424461975,1.4160367127271514,250,250,0.996,0.003991991983959889,19.344438902532367
probit_dep_well,entropy_sigma,20,q0.99,bayes,3.83620705608804,0.4720049696194272,-1.6132079657458107,1.958623765833561,250,250,0.996,0.003991991983959889,22.211826779364717
probit_dep_well,entropy_sigma,20,mu,mle,32.62054227507341,1.086686003493723,5.311040695508027,5.711439597428429,250,250,,,
probit_dep_well,entropy_sigma,20,sigma,mle,8.241468467354741,0.037334848088401366,-2.8237676307328616,2.8707957899082164,250,250,,,
probit_dep_well,entropy_sigma,20,q0.5,mle,32.62054227507341,1.086686003493723,5.311040695508027,5.711439597428429,250,250,,,
probit_dep_well,entropy_sigma,20,q0.95,mle,4.802181708046901,0.7657271343116783,0.6663562664289109,2.191388077919313,250,250,,,
probit_dep_well,entropy_sigma,20,q0.99,mle,6.342467942293497,1.1313966883874398,-1.25802512903271,2.5184256872684365,250,250,,,
probit_dep_well,entropy_sigma,20,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_sigma,20,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_sigma,20,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_sigma,20,q0.05,mle,,,,,0,250,,,
probit_dep_well,entropy_sigma,30,mu,bayes,3.2102114604907475,0.27008478768468086,0.5979237407672069,1.791706298613349,250,250,0.972,0.010433791257256401,10.840220967494714
probit_dep_well,entropy_sigma,30,sigma,bayes,1.3816834997290244,0.05644819647735186,-0.6858842007158256,1.1754503391164701,250,250,0.98,0.008854377448471465,5.0955284291409555
probit_dep_well,entropy_sigma,30,q0.5,bayes,3.2102114604907475,0.27008478768468086,0.5979237407672069,1.791706298613349,250,250,0.972,0.010433791257256401,10.840220967494714
probit_dep_well,entropy_sigma,30,q0.95,bayes,4.1166223659963705,0.5696377056162061,-0.1533562267381357,2.0289461220043203,250,250,0.996,0.003991991983959889,14.37666845069166
probit_dep_well,entropy_sigma,30,q0.99,bayes,6.1486912554504025,0.8156960301062166,-0.5499068774258471,2.4796554711190026,250,250,0.992,0.005634181395730885,17.028787935672234
probit_dep_well,entropy_sigma,30,mu,mle,16.507332318680586,1.0310976161438208,2.3113877109329715,4.062921648109964,250,250,,,
probit_dep_well,entropy_sigma,30,sigma,mle,6.46008648713705,0.21285046181025122,-1.8529732005308504,2.541670019325296,250,250,,,
probit_dep_well,entropy_sigma,30,q0.5,mle,16.507332318680586,1.0310976161438208,2.3113877109329715,4.062921648109964,250,250,,,
probit_dep_well,entropy_sigma,30,q0.95,mle,10.622048107549476,1.2994672541172148,-0.7364819786040784,3.259148371515092,250,250,,,
probit_dep_well,entropy_sigma,30,q0.99,mle,18.425436459616716,1.948762360399745,-1.999272554776627,4.292486046525569,250,250,,,
probit_dep_well,entropy_sigma,30,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_sigma,30,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_sigma,30,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_sigma,30,q0.05,mle,,,,,0,250,,,
probit_dep_well,entropy_q0.95,20,mu,bayes,1.4656524127616821,0.14444245427963784,0.1473176338741906,1.2106413229200803,250,250,0.98,0.008854377448471465,6.964278553808535
probit_dep_well,entropy_q0.95,20,sigma,bayes,1.0473785890135032,0.10511334637165787,-0.04983098020929807,1.023415159655896,250,250,0.984,0.00793574193128784,6.77844437553971
probit_dep_well,entropy_q0.95,20,q0.5,bayes,1.4656524127616821,0.14444245427963784,0.1473176338741906,1.2106413229200803,250,250,0.98,0.008854377448471465,6.964278553808535
probit_dep_well,entropy_q0.95,20,q0.95,bayes,2.4401118998876807,0.22588793685257558,0.013922333892541161,1.562085753051887,250,250,0.98,0.008854377448471465,8.654727158365459
probit_dep_well,entropy_q0.95,20,q0.99,bayes,4.494787278156726,0.44847605019211984,-0.03460458605866245,2.120091337220339,250,250,0.984,0.00793574193128784,12.530453651153827
probit_dep_well,entropy_q0.95,20,mu,mle,2.5791214292851827,0.249557883519956,0.6293454367341844,1.6059643300164492,250,250,,,
probit_dep_well,entropy_q0.95,20,sigma,mle,2.12544819554837,0.19258533344565362,-0.5890785640926813,1.4578916954110035,250,250,,,
probit_dep_well,entropy_q0.95,20,q0.5,mle,2.5791214292851827,0.249557883519956,0.6293454367341844,1.6059643300164492,250,250,,,
probit_dep_well,entropy_q0.95,20,q0.95,mle,3.040697995534391,0.2787393374685583,-0.339602575973031,1.7437597298751888,250,250,,,
probit_dep_well,entropy_q0.95,20,q0.99,mle,6.601608013727065,0.6260099971505982,-0.741056228485859,2.569359455920301,250,250,,,
probit_dep_well,entropy_q0.95,20,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_q0.95,20,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_q0.95,20,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_q0.95,20,q0.05,mle,,,,,0,250,,,
probit_dep_well,entropy_q0.95,30,mu,bayes,1.2427081949973944,0.1190156382725855,0.07038478668159327,1.1147682247881818,250,250,0.984,0.00793574193128784,6.000426503142538
probit_dep_well,entropy_q0.95,30,sigma,bayes,0.7882051473672809,0.06894011738634943,-0.06424228363129388,0.887809184097169,250,250,0.976,0.009679669415842676,5.29660364236709
probit_dep_well,entropy_q0.95,30,q0.5,bayes,1.2427081949973944,0.1190156382725855,0.07038478668159327,1.1147682247881818,250,250,0.984,0.00793574193128784,6.000426503142538
probit_dep_well,entropy_q0.95,30,q0.95,bayes,1.6157141397526875,0.1564470326705134,-0.05232218200290234,1.2711074461872558,250,250,0.96,0.01239354670786374,6.361326841926736
probit_dep_well,entropy_q0.95,30,q0.99,bayes,3.0154075197364554,0.2837865071965265,-0.10796530748631847,1.7364928792645409,250,250,0.972,0.010433791257256401,9.260090296290455
probit_dep_well,entropy_q0.95,30,mu,mle,1.857674253573405,0.17486156068767794,0.408523435422294,1.3629652429806878,250,250,,,
probit_dep_well,entropy_q0.95,30,sigma,mle,1.2245713674247458,0.09954383130227029,-0.3990078369244018,1.1066035276578263,250,250,,,
probit_dep_well,entropy_q0.95,30,q0.5,mle,1.857674253573405,0.17486156068767794,0.408523435422294,1.3629652429806878,250,250,,,
probit_dep_well,entropy_q0.95,30,q0.95,mle,1.7749393012991286,0.1638024124893441,-0.24778605232487314,1.3322684794361566,250,250,,,
probit_dep_well,entropy_q0.95,30,q0.99,mle,3.682087129539853,0.32339123371172845,-0.5197075977324253,1.9188765279558384,250,250,,,
probit_dep_well,entropy_q0.95,30,q0.01,bayes,,,,,0,250,,,
probit_dep_well,entropy_q0.95,30,q0.05,bayes,,,,,0,250,,,
probit_dep_well,entropy_q0.95,30,q0.01,mle,,,,,0,250,,,
probit_dep_well,entropy_q0.95,30,q0.05,mle,,,,,0,250,,,
probit_dep_poor,dror_steinberg,20,mu,bayes,0.9797707400277138,0.08115464677560577,-0.17818972255106422,0.9898336931160273,250,250,0.976,0.009679669415842676,4.657787013766906
probit_dep_poor,dror_steinberg,20,sigma,bayes,1.0032891473288932,0.09578519805298913,-0.11849642650938076,1.0016432235725918,250,250,0.972,0.010433791257256401,5.9256608256110255
probit_dep_poor,dror_steinberg,20,q0.5,bayes,0.9797707400277138,0.08115464677560577,-0.17818972255106422,0.9898336931160273,250,250,0.976,0.009679669415842676,4.657787013766906
probit_dep_poor,dror_steinberg,20,q0.95,bayes,3.5027724611941067,0.32793738224034946,-0.36763824640829107,1.8715695181301994,250,250,0.964,0.011782020200288238,10.419890573514266
probit_dep_poor,dror_steinberg,20,q0.99,bayes,6.1355720495592685,0.5809820212964582,-0.4523413727740033,2.4770086898433097,250,250,0.968,0.011131217363792701,14.14817043720367
probit_dep_poor,dror_steinberg,20,mu,mle,1.0249108444544093,0.08469990476670278,0.055099244157275705,1.0123788048227844,250,250,,,
probit_dep_poor,dror_steinberg,20,sigma,mle,1.3778753396483885,0.1206176819346298,-0.4974370018539025,1.1738293486058307,250,250,,,
probit_dep_poor,dror_steinberg,20,q0.5,mle,1.0249108444544093,0.08469990476670278,0.055099244157275705,1.0123788048227844,250,250,,,
probit_dep_poor,dror_steinberg,20,q0.95,mle,4.656131511352308,0.414273392695215,-0.7631118125219855,2.1578071070770686,250,250,,,
probit_dep_poor,dror_steinberg,20,q0.99,mle,8.345089024969308,0.7371807152559096,-1.1021122675748027,2.888786773884377,250,250,,,
probit_dep_poor,dror_steinberg,20,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,dror_steinberg,20,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,dror_steinberg,20,q0.01,mle,,,,,0,250,,,
probit_dep_poor,dror_steinberg,20,q0.05,mle,,,,,0,250,,,
probit_dep_poor,dror_steinberg,30,mu,bayes,0.6816614201247471,0.0535335024941071,-0.12377133905600825,0.8256278944686566,250,250,0.972,0.010433791257256401,3.6737201361424328
probit_dep_poor,dror_steinberg,30,sigma,bayes,0.761218857107292,0.07986600206095783,-0.09270688920901071,0.8724785711450408,250,250,0.964,0.011782020200288238,4.285610201848252
probit_dep_poor,dror_steinberg,30,q0.5,bayes,0.6816614201247471,0.0535335024941071,-0.12377133905600825,0.8256278944686566,250,250,0.972,0.010433791257256401,3.6737201361424328
probit_dep_poor,dror_steinberg,30,q0.95,bayes,2.4822541187609857,0.24522387329658274,-0.2663785512468621,1.575517095673984,250,250,0.956,0.012971353052014278,7.77715629591178
probit_dep_poor,dror_steinberg,30,q0.99,bayes,4.433873882175832,0.4566773275879604,-0.33278961692892084,2.105676585370088,250,250,0.968,0.011131217363792701,10.48023567270008
probit_dep_poor,dror_steinberg,30,mu,mle,0.6876650162895303,0.05345323253361015,0.03313593876169065,0.8292557001851301,250,250,,,
probit_dep_poor,dror_steinberg,30,sigma,mle,0.886281321281716,0.08556600225042188,-0.32953961751896077,0.9414251543706043,250,250,,,
probit_dep_poor,dror_steinberg,30,q0.5,mle,0.6876650162895303,0.05345323253361015,0.03313593876169065,0.8292557001851301,250,250,,,
probit_dep_poor,dror_steinberg,30,q0.95,mle,2.929968965893891,0.2872008068212035,-0.5089084963385764,1.7117152116791774,250,250,,,
probit_dep_poor,dror_steinberg,30,q0.99,mle,5.264102213660338,0.5268454335297096,-0.7334878498657783,2.2943631390127277,250,250,,,
probit_dep_poor,dror_steinberg,30,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,dror_steinberg,30,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,dror_steinberg,30,q0.01,mle,,,,,0,250,,,
probit_dep_poor,dror_steinberg,30,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_vector,20,mu,bayes,1.2770816337644646,0.12413361058126478,-0.24106471397073598,1.1300803660644958,250,250,0.936,0.01547953487673321,4.529502407909446
probit_dep_poor,entropy_vector,20,sigma,bayes,1.1298718344924719,0.10338609613988008,-0.16310413453360206,1.0629542955802342,250,250,0.96,0.01239354670786374,5.854162398739829
probit_dep_poor,entropy_vector,20,q0.5,bayes,1.2770816337644646,0.12413361058126478,-0.24106471397073598,1.1300803660644958,250,250,0.936,0.01547953487673321,4.529502407909446
probit_dep_poor,entropy_vector,20,q0.95,bayes,4.204507300852187,0.38118584852138804,-0.5000136941892144,2.0504895271257024,250,250,0.96,0.01239354670786374,10.66771157852409
probit_dep_poor,entropy_vector,20,q0.99,bayes,7.214426583562234,0.6582231145945036,-0.6147717149569394,2.6859684628755853,250,250,0.96,0.01239354670786374,14.368655276764324
probit_dep_poor,entropy_vector,20,mu,mle,1.2849162936874765,0.12164489611511474,-0.05353750679919393,1.1335414830024866,250,250,,,
probit_dep_poor,entropy_vector,20,sigma,mle,1.4798959859859306,0.11873865804017016,-0.5098320989660778,1.2165097558120652,250,250,,,
probit_dep_poor,entropy_vector,20,q0.5,mle,1.2849162936874765,0.12164489611511474,-0.05353750679919393,1.1335414830024866,250,250,,,
probit_dep_poor,entropy_vector,20,q0.95,mle,5.497462636672593,0.49136700981573633,-0.8921366839198327,2.3446668498259178,250,250,,,
probit_dep_poor,entropy_vector,20,q0.99,mle,9.589017258805557,0.8404699911208796,-1.2395843263467117,3.0966138375337593,250,250,,,
probit_dep_poor,entropy_vector,20,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_vector,20,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_vector,20,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_vector,20,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_vector,30,mu,bayes,0.9182464286311531,0.09096621062005997,-0.17375465694619122,0.9582517563934612,250,250,0.916,0.017543545821754502,3.5987188506790044
probit_dep_poor,entropy_vector,30,sigma,bayes,0.826778188335556,0.0672102890282795,-0.1356927718614136,0.9092734398054064,250,250,0.948,0.014042222046385685,4.2529135911419935
probit_dep_poor,entropy_vector,30,q0.5,bayes,0.9182464286311531,0.09096621062005997,-0.17375465694619122,0.9582517563934612,250,250,0.916,0.017543545821754502,3.5987188506790044
probit_dep_poor,entropy_vector,30,q0.95,bayes,3.004372208408465,0.2273861749167303,-0.3917426946555995,1.7333124958900126,250,250,0.952,0.013519763311537675,7.913598042329526
probit_dep_poor,entropy_vector,30,q0.99,bayes,5.171358884473296,0.3887412007897018,-0.48615952464587586,2.2740621989016256,250,250,0.948,0.014042222046385685,10.564881773259083
probit_dep_poor,entropy_vector,30,mu,mle,0.9203645489173055,0.08950654265394307,-0.04258489980548121,0.9593563201007775,250,250,,,
probit_dep_poor,entropy_vector,30,sigma,mle,0.9720945965047633,0.07129610753473539,-0.3657956153434883,0.9859485770083363,250,250,,,
probit_dep_poor,entropy_vector,30,q0.5,mle,0.9203645489173055,0.08950654265394307,-0.04258489980548121,0.9593563201007775,250,250,,,
probit_dep_poor,entropy_vector,30,q0.95,mle,3.522510787115614,0.26067450218192834,-0.6442651444261669,1.8768353116657877,250,250,,,
probit_dep_poor,entropy_vector,30,q0.99,mle,6.14178130156177,0.4449378409611439,-0.8935527518932693,2.478261750009827,250,250,,,
probit_dep_poor,entropy_vector,30,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_vector,30,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_vector,30,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_vector,30,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_mu,20,mu,bayes,1.1061634258087716,0.10675678384355698,-0.24949357810253098,1.0517430417211096,250,250,0.932,0.01592180894245374,4.683262721417986
probit_dep_poor,entropy_mu,20,sigma,bayes,1.3546837476631381,0.11708794032347944,-0.13145380916636606,1.1639088227447794,250,250,0.976,0.009679669415842676,8.15468091475418
probit_dep_poor,entropy_mu,20,q0.5,bayes,1.1061634258087716,0.10675678384355698,-0.24949357810253098,1.0517430417211096,250,250,0.932,0.01592180894245374,4.683262721417986
probit_dep_poor,entropy_mu,20,q0.95,bayes,5.444649497432109,0.4666016106291106,-0.46990113274960604,2.333377272845544,250,250,0.968,0.011131217363792701,14.570928547957788
probit_dep_poor,entropy_mu,20,q0.99,bayes,9.402306669464524,0.8067295463232581,-0.5588375993566614,3.0663180965882395,250,250,0.968,0.011131217363792701,20.006661008059528
probit_dep_poor,entropy_mu,20,mu,mle,1.1681065710751273,0.10921188095312248,-0.1492860033440017,1.0807897904195465,250,250,,,
probit_dep_poor,entropy_mu,20,sigma,mle,1.9816003268497924,0.18388510792023077,-0.6967133233829236,1.4076932644755364,250,250,,,
probit_dep_poor,entropy_mu,20,q0.5,mle,1.1681065710751273,0.10921188095312248,-0.1492860033440017,1.0807897904195465,250,250,,,
probit_dep_poor,entropy_mu,20,q0.95,mle,7.926216393673112,0.7232543786162555,-1.295277440255821,2.8153536889124804,250,250,,,
probit_dep_poor,entropy_mu,20,q0.99,mle,13.867844939478841,1.275079243652433,-1.7700835620117976,3.7239555501481005,250,250,,,
probit_dep_poor,entropy_mu,20,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_mu,20,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_mu,20,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_mu,20,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_mu,30,mu,bayes,0.7364871052636731,0.06893148696321515,-0.18609116668747178,0.8581882691249474,250,250,0.94,0.015019986684414876,3.6693797890197946
probit_dep_poor,entropy_mu,30,sigma,bayes,1.0245162328960764,0.10322472858739763,-0.07617439870230408,1.0121838928258424,250,250,0.956,0.012971353052014278,6.4839067324895545
probit_dep_poor,entropy_mu,30,q0.5,bayes,0.7364871052636731,0.06893148696321515,-0.18609116668747178,0.8581882691249474,250,250,0.94,0.015019986684414876,3.6693797890197946
probit_dep_poor,entropy_mu,30,q0.95,bayes,3.8524824175571992,0.36416789098985386,-0.31081240418583034,1.9627741636666198,250,250,0.96,0.01239354670786374,11.70669630102667
probit_dep_poor,entropy_mu,30,q0.99,bayes,6.772502201026822,0.6527860776402217,-0.36356273127122507,2.602403158818176,250,250,0.96,0.01239354670786374,15.974512380537181
probit_dep_poor,entropy_mu,30,mu,mle,0.7630171406818052,0.07071777946873757,-0.12453009391988991,0.8735085235312848,250,250,,,
probit_dep_poor,entropy_mu,30,sigma,mle,1.2845968844330158,0.11510598808452062,-0.5090096356577922,1.1334005842741637,250,250,,,
probit_dep_poor,entropy_mu,30,q0.5,mle,0.7630171406818052,0.07071777946873757,-0.12453009391988991,0.8735085235312848,250,250,,,
probit_dep_poor,entropy_mu,30,q0.95,mle,4.9454908974631575,0.44501974556067747,-0.9617764392848601,2.2238459698151662,250,250,,,
probit_dep_poor,entropy_mu,30,q0.99,mle,8.714960104714445,0.7824724619515551,-1.3086635776987006,2.9521111267556384,250,250,,,
probit_dep_poor,entropy_mu,30,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_mu,30,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_mu,30,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_mu,30,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_sigma,20,mu,bayes,9.723972247181973,0.8867265705440877,-1.6290646333218124,3.1183284379907725,250,250,0.928,0.01634821091128934,7.587199006963292
probit_dep_poor,entropy_sigma,20,sigma,bayes,1.3406069292329257,0.08001404598511899,-0.3127884874470416,1.157845814101742,250,250,0.988,0.006886508549330352,5.133933697245681
probit_dep_poor,entropy_sigma,20,q0.5,bayes,9.723972247181973,0.8867265705440877,-1.6290646333218124,3.1183284379907725,250,250,0.928,0.01634821091128934,7.587199006963292
probit_dep_poor,entropy_sigma,20,q0.95,bayes,17.976052661103466,1.5718830603391254,-1.9820886785682568,4.2398175268640355,250,250,0.864,0.021679852398021532,11.516574828580763
probit_dep_poor,entropy_sigma,20,q0.99,bayes,23.66185081049341,1.9593136229592336,-2.1809568649593922,4.864344849051453,250,250,0.916,0.017543545821754502,14.400900708324748
probit_dep_poor,entropy_sigma,20,mu,mle,4.974682690707775,0.5309875127157351,-0.410793245535016,2.2303996706213383,250,250,,,
probit_dep_poor,entropy_sigma,20,sigma,mle,3.863475327104573,0.24540977008043277,-0.9327717406419779,1.965572518912638,250,250,,,
probit_dep_poor,entropy_sigma,20,q0.5,mle,4.974682690707775,0.5309875127157351,-0.410793245535016,2.2303996706213383,250,250,,,
probit_dep_poor,entropy_sigma,20,q0.95,mle,20.28789932528374,1.87576346680499,-1.9450662262478147,4.504209067670343,250,250,,,
probit_dep_poor,entropy_sigma,20,q0.99,mle,32.75758275837584,2.7770130048291795,-2.5807448013428584,5.723424041461181,250,250,,,
probit_dep_poor,entropy_sigma,20,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_sigma,20,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_sigma,20,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_sigma,20,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_sigma,30,mu,bayes,3.0632066548364394,0.3871104547242536,-0.6793863761907993,1.7502018897362783,250,250,0.928,0.01634821091128934,5.277273898611681
probit_dep_poor,entropy_sigma,30,sigma,bayes,0.9201193924168579,0.06971754645471344,-0.24830195184860868,0.9592285402430736,250,250,0.964,0.011782020200288238,3.8639990087252767
probit_dep_poor,entropy_sigma,30,q0.5,bayes,3.0632066548364394,0.3871104547242536,-0.6793863761907993,1.7502018897362783,250,250,0.928,0.01634821091128934,5.277273898611681
probit_dep_poor,entropy_sigma,30,q0.95,bayes,6.964369047568958,0.82225451360536,-1.0153939150152431,2.639009103350907,250,250,0.9,0.018973665961010272,8.251930752626468
probit_dep_poor,entropy_sigma,30,q0.99,bayes,10.05686621217519,1.1037829560915002,-1.184677563702867,3.1712562514207505,250,250,0.912,0.01791714262933685,10.435279443513009
probit_dep_poor,entropy_sigma,30,mu,mle,2.294431579934552,0.3040769981756503,-0.1579010995443836,1.514738122559326,250,250,,,
probit_dep_poor,entropy_sigma,30,sigma,mle,2.1066665819576618,0.19950880384276734,-0.5678950887461228,1.4514360412907148,250,250,,,
probit_dep_poor,entropy_sigma,30,q0.5,mle,2.294431579934552,0.3040769981756503,-0.1579010995443836,1.514738122559326,250,250,,,
probit_dep_poor,entropy_sigma,30,q0.95,mle,9.375185793205564,1.2183135031002685,-1.092005395996375,3.0618925182320758,250,250,,,
probit_dep_poor,entropy_sigma,30,q0.99,mle,15.648771194202466,1.8754584579232962,-1.4790226319271638,3.9558527771142424,250,250,,,
probit_dep_poor,entropy_sigma,30,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_sigma,30,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_sigma,30,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_sigma,30,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_q0.95,20,mu,bayes,2.1189966438497443,0.18133314850724502,-0.39965598157401083,1.4556773831621292,250,250,0.94,0.015019986684414876,7.468895060695487
probit_dep_poor,entropy_q0.95,20,sigma,bayes,1.2392260034600568,0.12854666527196046,0.1630840368190067,1.113205283611274,250,250,0.98,0.008854377448471465,7.4635041824286406
probit_dep_poor,entropy_q0.95,20,q0.5,bayes,2.1189966438497443,0.18133314850724502,-0.39965598157401083,1.4556773831621292,250,250,0.94,0.015019986684414876,7.468895060695487
probit_dep_poor,entropy_q0.95,20,q0.95,bayes,2.3639793212687583,0.21848967117622792,-0.1838155850353131,1.537523762830597,250,250,0.976,0.009679669415842676,9.30223490311471
probit_dep_poor,entropy_q0.95,20,q0.99,bayes,4.4017786747465175,0.4540000131842822,-0.09485293701799384,2.0980416284589105,250,250,0.988,0.006886508549330352,13.604034163682005
probit_dep_poor,entropy_q0.95,20,mu,mle,2.642041501531902,0.2582178786357998,0.537594391602685,1.6254357881909398,250,250,,,
probit_dep_poor,entropy_q0.95,20,sigma,mle,1.982606231916296,0.15930891487976334,-0.6585216194326257,1.4080505075871022,250,250,,,
probit_dep_poor,entropy_q0.95,20,q0.5,mle,2.642041501531902,0.2582178786357998,0.537594391602685,1.6254357881909398,250,250,,,
probit_dep_poor,entropy_q0.95,20,q0.95,mle,2.904790663498317,0.2601634278297823,-0.5455772825470298,1.7043446434035332,250,250,,,
probit_dep_poor,entropy_q0.95,20,q0.99,mle,6.156862088408485,0.5472718798599255,-0.9943559777743379,2.481302498368243,250,250,,,
probit_dep_poor,entropy_q0.95,20,q0.01,bayes,,,,,0,250,,,
probit_dep_poor,entropy_q0.95,20,q0.05,bayes,,,,,0,250,,,
probit_dep_poor,entropy_q0.95,20,q0.01,mle,,,,,0,250,,,
probit_dep_poor,entropy_q0.95,20,q0.05,mle,,,,,0,250,,,
probit_dep_poor,entropy_q0.95,30,mu,bayes,1.81947325670751,0.15463664973044225,-0.409764006917631,1.3488785181429461,250,250,0.972,0.010433791257256401,6.336562975044946
probit_dep_poor,entropy_q0.95,30,sigma,bayes,0.9445267105904899,0.09590613416768108,0.17878192360329168,0.97186764046885,250,250,0.976,0.009679669415842676,5.725684268423673
probit_dep_poor,entropy_q0.95,30,q0.5,bayes,1.81947325670751,0.15463664973044225,-0.409764006917631,1.3488785181429461,250,250,0.972,0.010433791257256401,6.336562975044946
