setting,policy,target,mse_published,mse_reproduced,mse_se,n_total,ratio,diff,z,z_combined,within_2se
probit_dep_poor,dror_steinberg,mu,0.83,0.6816614201247471,0.0535335024941071,250,0.8212788194274061,-0.1483385798752529,-2.770948526888967,-1.9593564936820629,True
probit_dep_poor,entropy_vector,mu,0.81,0.9182464286311531,0.09096621062005997,250,1.1336375662113,0.10824642863115308,1.1899630411479674,0.8414309357570944,True
probit_dep_poor,entropy_mu,mu,0.597,0.7364871052636731,0.06893148696321515,250,1.2336467424852147,0.13948710526367314,2.02356153056889,1.4308740804134914,True
probit_dep_poor,entropy_sigma,mu,1.408,3.0632066548364394,0.3871104547242536,250,2.1755729082645168,1.6552066548364395,4.27579941238083,3.02344675948794,False
probit_dep_poor,entropy_q0.95,mu,1.413,1.81947325670751,0.15463664973044225,250,1.287666848342187,0.40647325670751,2.628569989171787,1.8586796641668202,True
probit_dep_poor,dror_steinberg,sigma,0.601,0.761218857107292,0.07986600206095783,250,1.2665871166510683,0.160218857107292,2.006095872747014,1.4185239953297586,True
probit_dep_poor,entropy_vector,sigma,0.679,0.826778188335556,0.0672102890282795,250,1.2176409253837348,0.147778188335556,2.198743532755478,1.5547464621014642,True
probit_dep_poor,entropy_mu,sigma,1.005,1.0245162328960764,0.10322472858739763,250,1.0194191372100263,0.019516232896076513,0.18906548036648638,0.1336894832554346,True
probit_dep_poor,entropy_sigma,sigma,0.652,0.9201193924168579,0.06971754645471344,250,1.4112260619890458,0.2681193924168579,3.8457950121784723,2.7193877321647992,False
probit_dep_poor,entropy_q0.95,sigma,0.958,0.9445267105904899,0.09590613416768108,250,0.9859360235808872,-0.013473289409510092,-0.14048412571768937,-0.0993372779440416,True
probit_dep_poor,dror_steinberg,q0.95,2.257,2.4822541187609857,0.24522387329658274,250,1.0998024451754478,0.22525411876098556,0.9185652103641433,0.6495236892105333,True
probit_dep_poor,entropy_vector,q0.95,2.621,3.004372208408465,0.2273861749167303,250,1.1462694423534778,0.3833722084084652,1.685996118932286,1.1921792887512204,True
probit_dep_poor,entropy_mu,q0.95,3.7,3.8524824175571992,0.36416789098985386,250,1.0412114642046484,0.15248241755719905,0.4187146130394219,0.29607594226207645,True
probit_dep_poor,entropy_sigma,q0.95,3.4,6.964369047568958,0.82225451360536,250,2.048343837520282,3.5643690475689582,4.334873191440665,3.0652182292514647,False
probit_dep_poor,entropy_q0.95,q0.95,2.091,1.7357540044191886,0.17152691512593785,250,0.8301071278905732,-0.3552459955808116,-2.0710801877360425,-1.4644748451292635,True
probit_dep_poor,dror_steinberg,q0.99,3.817,4.433873882175832,0.4566773275879604,250,1.161612230069644,0.616873882175832,1.3507871858539247,0.9551507790572035,True
