pseudo_mu,pseudo_sigma,expected_loglik,converged,n_support,pseudo_mu_se,pseudo_sigma_se,pseudo_q0.5,pseudo_q0.5_se,physical_q0.5,pseudo_minus_physical_q0.5,pseudo_q0.95,pseudo_q0.95_se,physical_q0.95,pseudo_minus_physical_q0.95,pseudo_q0.99,pseudo_q0.99_se,physical_q0.99,pseudo_minus_physical_q0.99,n_replicates,n_boot,cell,block,dgp,pol,prior_name,scale,design_mean,design_sd,design_q05,design_q50,design_q95,design_min,design_max,design_n
29.999999989205755,3.000000002137808,-0.4173599783460455,True,97,7.247058293480093e-09,7.2051719364887095e-09,29.999999989205755,7.247058293480093e-09,30.0,-1.079424549743635e-08,34.93456087357655,1.5001403163817104e-08,34.93456088085442,-7.2778689741426206e-09,36.97904361630156,1.94634582482223e-08,36.979043622122525,-5.8209650433127536e-09,22,100,Ic|probit|entropy_vector|shifted|s3,Ic,probit,entropy_vector,shifted,s3,29.64659661946094,3.5326129875794257,24.603015075376884,29.175879396984925,35.15577889447236,21.78894472361809,36.0,1100
30.000000040132207,3.000000017096609,-0.05164063548216409,True,5,3.570611593983174e-15,1.3389793477436902e-15,30.000000040132207,3.570611593983174e-15,30.0,4.0132206891030364e-08,34.93456094910805,0.0,34.93456088085442,6.825362675044744e-08,36.97904370202739,7.141223187966347e-15,36.979043622122525,7.99048649469114e-08,22,100,Ic|probit|fixed_design|shifted|s3,Ic,probit,fixed_design,shifted,s3,22.0,1.8667619023324857,19.36,22.0,24.64,19.36,24.64,1100
30.12815685646952,3.2416540466951993,-0.44076666288912425,True,101,0.026431249894479487,0.04486693556478463,30.12815685646952,0.026431249894479487,30.0,0.1281568564695199,35.460203272498035,0.0995194347181283,37.93456088085442,-2.474357608356385,37.66937185637479,0.1300369063157476,42.85904362212253,-5.18967176574774,22,100,Ic|tail_1.0|entropy_vector|narrow|s3,Ic,tail_1.0,entropy_vector,narrow,s3,30.188414801279123,3.5051033391158932,25.28643216080402,30.07035175879397,35.8391959798995,23.457286432160803,38.231155778894475,1100
30.000000004525205,2.9999999920766056,-0.5187709543170788,True,5,1.0711834781949522e-14,0.0,30.000000004525205,1.0711834781949522e-14,30.0,4.52520509952592e-09,34.9345608723468,1.4282446375932695e-14,34.93456088085442,-8.507619497777341e-09,36.97904360821516,0.0,36.979043622122525,-1.390736770190415e-08,22,100,Ic|probit|fixed_design|narrow|s3,Ic,probit,fixed_design,narrow,s3,30.0,2.545584412271572,26.4,30.0,33.6,26.4,33.6,1100
30.025294238390657,3.051791321136816,-0.5231395824628018,True,5,0.0,0.0,30.025294238390657,0.0,30.0,0.025294238390657142,35.04504426166157,7.141223187966347e-15,37.93456088085442,-2.8895166191928467,37.12482249033358,0.0,42.85904362212253,-5.734221131788949,22,100,Ic|tail_1.0|fixed_design|narrow|s3,Ic,tail_1.0,fixed_design,narrow,s3,30.0,2.545584412271572,26.4,30.0,33.6,26.4,33.6,1100
30.117082837341307,3.1928555801967895,-0.42822347195810917,True,95,0.03040606997726192,0.045549371676452954,30.117082837341307,0.03040606997726192,30.0,0.11708283734130731,35.36886291876024,0.10465507160573723,37.93456088085442,-2.565697962094177,37.544775628451546,0.13563489942956225,42.85904362212253,-5.314267993670981,22,100,Ic|tail_1.0|entropy_vector|shifted|s3,Ic,tail_1.0,entropy_vector,shifted,s3,29.691621745089083,3.597770178718144,24.743718592964825,29.246231155778894,35.57788944723618,21.78894472361809,36.0,1100
30.000000040132207,3.000000017096609,-0.05164063548216409,True,5,3.570611593983174e-15,1.3389793477436902e-15,30.000000040132207,3.570611593983174e-15,30.0,4.0132206891030364e-08,34.93456094910805,0.0,37.93456088085442,-2.9999999317463732,36.97904370202739,7.141223187966347e-15,42.85904362212253,-5.879999920095138,22,100,Ic|tail_1.0|fixed_design|shifted|s3,Ic,tail_1.0,fixed_design,shifted,s3,22.0,1.8667619023324857,19.36,22.0,24.64,19.36,24.64,1100
29.552778600319876,4.039432041135965,-0.30102158330577766,True,155,0.018134548545253728,0.012867902190207269,29.552778600319876,0.018134548545253728,29.355858727356058,0.19691987296381797,36.19705304400636,0.005215021859959795,36.2741309468711,-0.07707790286473681,38.94990274154898,0.01283451020859875,38.92787333480589,0.02202940674309417,30,100,I|beta_cdf|entropy_q0.95|cal|s3,I,beta_cdf,entropy_q0.95,cal,s3,33.958083752093806,4.299274802976449,24.013065326633168,34.99497487437186,38.79396984924623,16.14070351758794,41.8894472361809,1500
29.41565688307314,4.102936770095535,-0.5849043610419148,True,5,7.141223187966347e-15,8.926528984957934e-16,29.41565688307314,7.141223187966347e-15,29.355858727356058,0.05979815571708258,36.16438731051734,1.4282446375932695e-14,36.2741309468711,-0.10974363635375539,38.96051511550888,7.141223187966347e-15,38.92787333480589,0.032641780702995504,30,100,I|beta_cdf|fixed_design|cal|s3,I,beta_cdf,fixed_design,cal,s3,30.0,2.5455844122715723,26.4,30.0,33.6,26.4,33.6,1500
29.566995488601922,3.8790056862472033,-0.24061037065202204,True,200,0.007493433334660409,0.008471776256118578,29.566995488601922,0.007493433334660409,29.355858727356058,0.21113676124586434,35.94739206059102,0.012697651189945796,36.2741309468711,-0.32673888628007575,38.59091212019543,0.017848016883703764,38.92787333480589,-0.33696121461045436,30,100,I|beta_cdf|uniform_grid|cal|s3,I,beta_cdf,uniform_grid,cal,s3,30.124006700167506,8.292448185883037,17.12562814070352,30.21105527638191,42.5929648241206,16.0,44.0,1500
29.53667573112114,3.9801596358298994,-0.419893518665835,True,128,0.011778732623350583,0.012415842089043158,29.53667573112114,0.011778732623350583,29.355858727356058,0.1808170037650818,36.0834557439618,0.013162639887295003,36.2741309468711,-0.19067520290929707,38.79591163827719,0.020783387746344344,38.92787333480589,-0.13196169652869827,30,100,I|beta_cdf|entropy_vector|cal|s3,I,beta_cdf,entropy_vector,cal,s3,29.727879396984925,4.558513807798417,23.175879396984925,29.92964824120603,36.824120603015075,19.939698492462313,39.35678391959799,1500
29.72136257669908,2.909100955848823,-0.28344118236716165,True,143,0.020691644736478578,0.01655149196786664,29.72136257669908,0.020691644736478578,30.000000000018122,-0.2786374233190436,34.50640783509501,0.014635313184803744,34.33525179345518,0.17115604163983278,36.488943400708166,0.023661559747051874,36.19689957324815,0.292043827460013,30,100,I|cloglog_0.5|entropy_q0.95|cal|s3,I,cloglog_0.5,entropy_q0.95,cal,s3,32.96443551088777,3.4348606331981792,25.413065326633166,33.7286432160804,36.824120603015075,18.391959798994975,40.482412060301506,1500
29.735535779837072,3.0228749642514545,-0.4047125813866147,True,110,0.01304974460310133,0.01583021812464317,29.735535779837072,0.01304974460310133,30.000000000018122,-0.26446422018105054,34.70772262860688,0.025724404347803584,34.33525179345518,0.3724708351517023,36.767794526414725,0.035533850027712074,36.19689957324815,0.5708949531665723,30,100,I|cloglog_0.5|entropy_vector|cal|s3,I,cloglog_0.5,entropy_vector,cal,s3,29.723095477386934,3.591165167067202,24.582914572864322,29.78894472361809,34.85427135678392,20.64321608040201,37.527638190954775,1500
29.678980886762346,3.230697075509601,-0.20143846556337433,True,198,0.012459683003255003,0.011694770513112693,29.678980886762346,0.012459683003255003,30.000000000018122,-0.32101911325577603,34.993004688995825,0.025858222098405746,34.33525179345518,0.6577528955406464,37.19470616004407,0.033138967221204636,36.19689957324815,0.9978065867959174,30,100,I|cloglog_0.5|uniform_grid|cal|s3,I,cloglog_0.5,uniform_grid,cal,s3,30.27409045226131,8.25255493863424,17.266331658291456,30.21105527638191,42.733668341708544,16.0,44.0,1500
29.470102194818885,2.8276755360579253,-0.29445300735634505,True,135,0.04136435883849189,0.029741065443493614,29.470102194818885,0.04136435883849189,30.000000000036525,-0.5298978052176402,34.12121455614571,0.042170248485875673,33.81468962342685,0.30652493271885817,36.04825916660454,0.05664406964424428,34.935329170425796,1.1129299961787424,30,100,I|cloglog_1.0|entropy_q0.95|cal|s3,I,cloglog_1.0,entropy_q0.95,cal,s3,32.48013400335009,3.2140369862319838,24.723618090452263,33.30653266331658,35.8391959798995,18.532663316582916,40.06030150753769,1500
29.849122363502023,2.9725208469776994,-0.5163228994521144,True,5,0.0,4.463264492478967e-16,29.849122363502023,0.0,30.000000000018122,-0.15087763651609976,34.73848405984215,0.0,34.33525179345518,0.40323226638697207,36.76423991641067,7.141223187966347e-15,36.19689957324815,0.5673403431625204,30,100,I|cloglog_0.5|fixed_design|cal|s3,I,cloglog_0.5,fixed_design,cal,s3,30.0,2.5455844122715723,26.4,30.0,33.6,26.4,33.6,1500
29.432297825182857,3.0739373356566544,-0.39580724729815736,True,108,0.02293098025817487,0.03557694068797933,29.432297825182857,0.02293098025817487,30.000000000036525,-0.5677021748536681,34.48847480075925,0.05920133917188935,33.81468962342685,0.6737851773323982,36.58334541092248,0.08213223079188699,34.935329170425796,1.6480162404966876,30,100,I|cloglog_1.0|entropy_vector|cal|s3,I,cloglog_1.0,entropy_vector,cal,s3,29.518981574539367,3.6991845463212494,24.160804020100503,29.78894472361809,34.57286432160804,19.939698492462313,37.527638190954775,1500
29.699269762326338,2.9340540506242325,-0.5125526301346293,True,5,1.0711834781949522e-14,4.463264492478967e-16,29.699269762326338,1.0711834781949522e-14,30.000000000036525,-0.30073023771018725,34.52535920916726,7.141223187966347e-15,33.81468962342685,0.710669585740412,36.524900165316936,7.141223187966347e-15,34.935329170425796,1.5895709948911403,30,100,I|cloglog_1.0|fixed_design|cal|s3,I,cloglog_1.0,fixed_design,cal,s3,30.0,2.5455844122715723,26.4,30.0,33.6,26.4,33.6,1500
