cell,block,dgp,pol,prior_name,scale,n,backend,target,n_rep,coverage,coverage_se,bias,rmse,mean_width,median_width,w_star,frac_narrow,false_certainty,false_certainty_se,delta,curve_scale,dangerous_error,dangerous_error_se,decision_loss_10to1,unresolved_rate,frac_all_equal,x_min_mean,x_max_mean,target_true,target_outside_sampled
II|tail_1.0|fixed_design|shifted|s3,II,tail_1.0,fixed_design,shifted,s3,50,particle,q0.99,22,0.9545454545454546,0.04440947367810882,-10.545881564052804,10.709022582684664,17.54618138450104,17.492082840553863,6.505481304742142,0.0,0.0,0.0,1.8825082281539385,3.765016456307877,1.0,0.0,105.45881564052806,0.9545454545454546,0.5909090909090909,19.360000000000003,24.639999999999997,42.85904362212253,1.0
II|tail_1.0|fixed_design|shifted|s3,II,tail_1.0,fixed_design,shifted,s3,50,ref,q0.5,22,1.0,0.0,-0.7733637333089173,1.5640434579626492,10.417499417010406,11.986735270575359,2.5238625928067258,0.0,0.0,0.0,1.8825082281539385,3.765016456307877,0.36363636363636365,0.10255928633050294,9.418676915137544,0.9545454545454546,0.5909090909090909,19.360000000000003,24.639999999999997,30.0,1.0
II|tail_1.0|fixed_design|shifted|s3,II,tail_1.0,fixed_design,shifted,s3,50,ref,q0.95,22,1.0,0.0,-5.869796655156324,6.075360032274408,15.377576431393834,15.404154654032048,4.962188850452113,0.0,0.0,0.0,1.8825082281539385,3.765016456307877,0.9545454545454546,0.04440947367810882,58.69796655156325,0.9545454545454546,0.5909090909090909,19.360000000000003,24.639999999999997,37.93456088085442,1.0
II|tail_1.0|fixed_design|shifted|s3,II,tail_1.0,fixed_design,shifted,s3,50,ref,q0.99,22,0.9545454545454546,0.04440947367810882,-9.61838882180141,9.789364501278436,17.744805623856916,17.266135502693047,6.505481304742142,0.0,0.0,0.0,1.8825082281539385,3.765016456307877,1.0,0.0,96.1838882180141,0.9545454545454546,0.5909090909090909,19.360000000000003,24.639999999999997,42.85904362212253,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,20,particle,q0.5,22,0.9090909090909091,0.06129089658756747,0.04306030606995667,1.5556127857487467,6.254867450069568,5.993154484395834,,0.0,,,1.8825082281539385,3.765016456307877,0.09090909090909091,0.061290896587567464,6.14972764176617,0.36363636363636365,0.045454545454545456,9.343079031521244,33.9725902238465,30.0,0.045454545454545456
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,20,particle,q0.95,22,0.6818181818181818,0.09930260198923899,-4.043331772587843,4.688243377654281,10.675417936143129,10.127534348653903,,0.0,,,1.8825082281539385,3.765016456307877,0.8181818181818182,0.08223036670302644,40.83743572507476,0.36363636363636365,0.045454545454545456,9.343079031521244,33.9725902238465,37.93456088085442,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,20,particle,q0.99,22,0.6363636363636364,0.10255928633050294,-7.364980227779409,7.927224826611115,13.870391378637231,13.674753375707681,,0.0,,,1.8825082281539385,3.765016456307877,0.9545454545454546,0.04440947367810882,73.64980227779407,0.36363636363636365,0.045454545454545456,9.343079031521244,33.9725902238465,42.85904362212253,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,30,particle,q0.5,22,1.0,0.0,-0.012816903754151131,1.033343776330835,5.260830129767052,5.076334482097392,,0.0,,,1.8825082281539385,3.765016456307877,0.045454545454545456,0.04440947367810884,4.512583977901005,0.18181818181818182,0.0,8.773869346733669,34.516217450890814,30.0,0.045454545454545456
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,30,particle,q0.95,22,0.7727272727272727,0.08934606739851096,-3.6335656986331126,4.307422590543093,9.64414998232747,8.8804115559091,,0.0,,,1.8825082281539385,3.765016456307877,0.7272727272727273,0.09495144870310791,36.335656986331124,0.18181818181818182,0.0,8.773869346733669,34.516217450890814,37.93456088085442,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,30,particle,q0.99,22,0.5909090909090909,0.10482356110715556,-6.741083797912725,7.370369995831593,12.589041987492822,11.891052231565425,,0.0,,,1.8825082281539385,3.765016456307877,0.9545454545454546,0.04440947367810882,67.41083797912728,0.18181818181818182,0.0,8.773869346733669,34.516217450890814,42.85904362212253,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,particle,q0.5,22,1.0,0.0,0.28204288201704775,0.7790371381090964,3.9947594754447975,4.0014921293144265,2.5238625928067258,0.045454545454545456,0.0,0.0,1.8825082281539385,3.765016456307877,0.0,0.0,2.1981060477851395,0.0,0.0,8.29419826404751,35.36043855641845,30.0,0.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,particle,q0.95,22,0.6818181818181818,0.09930260198923899,-3.3470142405246097,3.750145354827609,7.793019493378758,7.3373589383768465,4.962188850452113,0.09090909090909091,0.09090909090909091,0.061290896587567464,1.8825082281539385,3.765016456307877,0.8181818181818182,0.08223036670302644,33.491879838035594,0.0,0.0,8.29419826404751,35.36043855641845,37.93456088085442,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,particle,q0.99,22,0.5,0.10660035817780522,-6.467731669763037,6.8264952660959395,10.223769815320805,10.102819095370375,6.505481304742142,0.09090909090909091,0.09090909090909091,0.061290896587567464,1.8825082281539385,3.765016456307877,1.0,0.0,64.67731669763037,0.0,0.0,8.29419826404751,35.36043855641845,42.85904362212253,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,ref,q0.5,22,1.0,0.0,0.29568520654157465,0.8041647498413131,3.9979432679005926,3.988479669823862,2.5238625928067258,0.045454545454545456,0.0,0.0,1.8825082281539385,3.765016456307877,0.0,0.0,2.1473324840807217,0.0,0.0,8.29419826404751,35.36043855641845,30.0,0.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,ref,q0.95,22,0.6818181818181818,0.09930260198923899,-2.9682259044461614,3.4828899425176596,7.792701800283947,7.328164068501536,4.962188850452113,0.09090909090909091,0.09090909090909091,0.061290896587567464,1.8825082281539385,3.765016456307877,0.6818181818181818,0.09930260198923899,29.996488864035918,0.0,0.0,8.29419826404751,35.36043855641845,37.93456088085442,1.0
II|tail_1.0|uniform_grid|shifted|s3,II,tail_1.0,uniform_grid,shifted,s3,50,ref,q0.99,22,0.5,0.10660035817780522,-5.957569314056662,6.404479722760502,10.176579256638597,9.920845193841046,6.505481304742142,0.09090909090909091,0.09090909090909091,0.061290896587567464,1.8825082281539385,3.765016456307877,0.9545454545454546,0.04440947367810882,59.57569314056662,0.0,0.0,8.29419826404751,35.36043855641845,42.85904362212253,1.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,20,particle,q0.5,22,1.0,0.0,-0.3556754901622068,0.6916579132949575,3.1379023390635727,2.9824591763934674,,0.0,,,0.8356440493664855,1.671288098732971,0.22727272727272727,0.08934606739851096,4.562371692475136,0.0,0.0,25.68296025582457,34.09319323892188,30.00000000000299,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,20,particle,q0.95,22,0.9545454545454546,0.04440947367810882,0.7513003698274272,1.0278239755608078,7.2184979178338295,6.708549326997186,,0.0,,,0.8356440493664855,1.671288098732971,0.0,0.0,1.3798099435932187,0.0,0.0,25.68296025582457,34.09319323892188,31.907344810864267,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,20,particle,q0.99,22,0.9545454545454546,0.04440947367810882,1.442735766688431,1.7461532854433133,9.671844976350918,9.09493774728137,,0.0,,,0.8356440493664855,1.671288098732971,0.0,0.0,1.5069224418494847,0.0,0.0,25.68296025582457,34.09319323892188,32.467664584118516,0.09090909090909091
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,30,particle,q0.5,22,1.0,0.0,-0.3552386729053627,0.5749013924908817,2.2845937967594483,2.2600434462598464,,0.0,,,0.8356440493664855,1.671288098732971,0.18181818181818182,0.08223036670302644,4.122637948767581,0.0,0.0,25.68296025582457,34.09319323892188,30.00000000000299,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,30,particle,q0.95,22,0.9545454545454546,0.04440947367810882,0.5791421808808369,0.7562595610625851,4.742607361076799,4.521121975992676,,0.0,,,0.8356440493664855,1.671288098732971,0.0,0.0,0.8163121855736332,0.0,0.0,25.68296025582457,34.09319323892188,31.907344810864267,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,30,particle,q0.99,22,0.9545454545454546,0.04440947367810882,1.19494213208312,1.3710286563478384,6.276615124208772,6.030981337127129,,0.0,,,0.8356440493664855,1.671288098732971,0.0,0.0,1.2662717416345395,0.0,0.0,25.68296025582457,34.09319323892188,32.467664584118516,0.09090909090909091
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,50,particle,q0.5,22,0.9545454545454546,0.04440947367810882,-0.30586550042275784,0.5216359213230993,1.6213248398925086,1.6519138364179273,2.5238625928067258,1.0,0.045454545454545456,0.04440947367810884,0.8356440493664855,1.671288098732971,0.09090909090909091,0.061290896587567464,3.6229671328110054,0.0,0.0,25.644586569209682,34.09319323892188,30.00000000000299,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,50,particle,q0.95,22,0.9090909090909091,0.06129089658756747,0.5029948991342742,0.6543323347538198,3.13805371001925,3.150753123502156,4.962188850452113,1.0,0.09090909090909091,0.061290896587567464,0.8356440493664855,1.671288098732971,0.0,0.0,0.7337119582419834,0.0,0.0,25.644586569209682,34.09319323892188,31.907344810864267,0.0
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,50,particle,q0.99,22,0.8181818181818182,0.08223036670302644,1.0679835451389226,1.1791026180850361,4.116609791127946,4.134587372935901,6.505481304742142,1.0,0.18181818181818182,0.08223036670302644,0.8356440493664855,1.671288098732971,0.0,0.0,1.1390796135382752,0.0,0.0,25.644586569209682,34.09319323892188,32.467664584118516,0.09090909090909091
Ib|cloglog_1.0|entropy_vector|cal|s1.5,Ib,cloglog_1.0,entropy_vector,cal,s1.5,50,ref,q0.5,22,0.9545454545454546,0.04440947367810882,-0.3100601888127784,0.5276613168039018,1.627663120683872,1.662721950496266,2.5238625928067258,1.0,0.045454545454545456,0.04440947367810884,0.8356440493664855,1.671288098732971,0.09090909090909091,0.061290896587567464,3.6703325601214676,0.0,0.0,25.644586569209682,34.09319323892188,30.00000000000299,0.0
